0998297450	0921192661	1:2:23	0
0933060537	0964078255	19:33:19	1
0971176067	0961610141	10:35:44	1
0915962614	0964596022	0:15:49	1
0948239078	0938433093	10:59:2	1
0998557491	0961942313	23:39:26	3
0972224021	0948745253	22:3:23	3
0981532245	0920468954	0:6:45	3
0962320686	0926442252	22:34:45	5
0941082320	0971361457	17:15:26	6
0975305588	0933052230	12:26:51	6
0976004813	0976191192	18:48:55	6
0944849384	0929048648	0:45:53	7
0938908440	0966297469	2:56:48	8
0966213218	0988174700	21:4:5	8
0964838594	0924831004	21:22:31	8
0939841013	0958615189	1:7:41	9
0987354902	0995069932	3:50:44	9
0985482095	0972375973	4:35:2	9
0961842764	0954539073	2:23:45	10
0911286939	0998891454	13:41:58	10
0957702168	0955605157	20:22:58	11
0942263712	0975636405	12:46:22	11
0995491081	0943089806	6:55:23	11
0957336699	0918724407	5:43:49	11
0932451856	0991033648	7:8:42	12
0953560040	0956890616	14:57:13	12
0932594778	0930362484	9:52:34	12
0910965599	0955708317	3:50:55	13
0915108983	0980146656	10:24:59	13
0952573674	0987321535	11:2:38	14
0956646219	0937708537	6:30:43	14
0951410667	0954462127	0:13:42	14
0922674648	0972105843	22:44:43	15
0979834605	0920376298	14:40:45	15
0938224752	0930292511	0:41:8	15
0970385810	0980857349	22:0:25	16
0913982886	0926801783	12:35:45	17
0948174798	0973579749	23:6:53	17
0949719512	0912878566	9:31:17	17
0928150285	0981256487	2:11:31	17
0926796785	0924245747	3:20:6	17
0959241203	0974525051	4:9:30	18
0959141143	0952954214	12:35:17	18
0963466975	0992770970	0:51:17	18
0932067283	0951909784	4:46:51	18
0967908857	0952119364	18:10:44	20
0954829647	0974403546	3:13:33	21
0998774330	0916609528	11:6:5	21
0953767592	0994482875	23:4:59	21
0999616893	0926676645	10:5:20	21
0942976129	0938319534	1:57:19	22
0998581330	0971741479	19:34:8	22
0917900940	0925141909	11:2:17	23
0965600036	0967039262	17:24:45	23
0983964375	0941681100	18:35:0	23
0956649849	0968473175	1:40:10	23
0952079052	0983241482	11:39:2	23
0913935174	0954768408	21:19:17	24
0918889257	0943095655	3:58:31	24
0998933231	0950562439	12:13:18	25
0964244244	0974327955	5:58:2	25
0949905423	0986458489	0:6:48	26
0953836221	0926630026	3:16:32	26
0945876063	0961021943	17:15:7	27
0930417637	0948324970	14:21:17	27
0948594496	0922927555	20:13:35	27
0948186878	0969427939	21:20:53	27
0997977484	0916367004	12:51:35	27
0946022709	0969378280	7:2:51	28
0922035967	0942294493	8:39:6	28
0915483923	0952315324	22:7:15	29
0983383680	0951680603	15:10:20	30
0922561384	0917554050	6:40:38	30
0985065831	0993360335	1:4:14	31
0932448780	0981478080	23:6:54	31
0911241321	0957890048	3:13:30	33
0926115917	0953260472	6:54:38	33
0929788123	0961736551	16:57:14	33
0944161061	0992162252	9:17:3	34
0985348395	0999034334	10:21:51	34
0916162378	0933868939	4:18:21	35
0911752544	0996385851	19:55:0	36
0986103642	0922778436	17:43:29	36
0995146066	0973083342	15:38:31	36
0931600809	0946770656	23:10:0	36
0938610014	0994264126	13:50:54	36
0943009039	0953153965	9:48:24	36
0966103919	0939406029	13:44:43	37
0929178488	0915256567	22:50:7	37
0992023153	0963822925	18:18:5	37
0930949490	0917018373	16:53:21	38
0998791580	0921583160	12:17:20	38
0969037191	0969546760	5:52:57	38
0942314954	0913773584	17:16:10	39
0980407685	0981011616	1:0:34	39
0968111736	0971361113	0:58:27	39
0975614104	0926610488	23:11:31	40
0955188495	0911130544	7:47:37	40
0967563963	0987044211	21:0:21	40
0913611374	0914364882	23:46:7	41
0986356802	0978076709	6:28:11	41
0924224332	0911226914	21:38:0	41
0929492061	0924338401	13:5:51	41
0976745933	0981189088	6:1:47	41
0971779653	0913242948	15:43:57	42
0942074123	0967796779	6:39:29	42
0911996267	0963071255	23:13:5	42
0986424325	0990023427	10:37:13	42
0912289549	0978244567	21:42:2	42
0961368246	0977890788	10:18:41	42
0999823404	0966536360	14:48:2	43
0954936000	0992444539	14:55:55	43
0924085714	0988252678	5:31:41	43
0940086214	0973988290	22:25:16	44
0997588946	0975633789	0:51:13	44
0996437157	0991416539	14:3:13	44
0952335205	0975361197	13:0:13	45
0918667172	0997514994	4:20:16	45
0938051437	0977451323	6:48:0	45
0917571900	0916463310	13:14:24	46
0941544742	0946559438	19:56:26	46
0997154171	0981853519	18:12:6	46
0957152212	0938537556	0:52:20	47
0954220286	0951257642	8:12:16	47
0914088060	0926757056	8:28:35	47
0946263064	0953892801	6:41:1	48
0912279587	0985186948	16:17:0	49
0940916097	0946743224	2:36:9	49
0992582213	0944671324	15:34:11	49
0928752645	0932460890	13:8:1	49
0952358611	0978862087	11:6:26	49
0941243000	0983322603	3:15:34	50
0916404745	0943342023	6:8:45	50
0990621451	0936947286	11:8:8	50
0984905188	0982431415	14:37:59	50
0911870868	0926221947	0:50:27	50
0911539491	0922446904	14:22:2	50
0950819936	0935429356	15:16:52	51
0954586970	0945845461	7:56:53	52
0999101048	0959812146	9:30:1	52
0954337847	0929530838	18:3:9	52
0954581502	0976725792	14:58:22	52
0954519929	0926271421	4:6:3	52
0949394604	0938497634	19:20:8	52
0979541374	0953184998	3:13:58	53
0981455491	0982992280	19:54:47	53
0958649058	0935047406	2:19:14	54
0984085037	0940866369	3:23:39	54
0978607984	0960353288	16:3:13	54
0945708937	0919293860	3:10:29	55
0918484578	0965005520	5:55:27	55
0962358702	0930662717	7:38:59	55
0936339727	0976185416	15:12:59	56
0968002507	0940644699	1:18:58	56
0976660296	0914893806	5:13:21	57
0931074586	0984491920	2:0:56	57
0922433029	0996385142	1:26:27	57
0953653759	0915755651	18:37:43	57
0990167479	0975017550	10:58:12	57
0951480052	0916937007	23:57:15	57
0923803256	0992040327	2:58:19	58
0916006807	0975348296	17:34:33	58
0968440878	0980394923	17:49:32	58
0958263060	0966647035	1:40:31	58
0935432073	0960955227	10:29:42	59
0949743409	0975002965	7:9:14	59
0924688141	0923465650	5:33:43	59
0972511495	0987085911	22:43:19	59
0951371086	0944070524	11:6:11	59
0955930953	0988590470	10:14:1	59
0941488189	0987851005	4:32:17	60
0988233244	0927100591	17:8:3	61
0936338887	0972247658	5:31:35	61
0989967753	0987673355	7:51:21	61
0929786946	0937492942	5:58:46	61
0915733126	0992615709	22:5:39	61
0995051780	0951823266	22:51:25	61
0914759828	0993985922	20:56:50	61
0944581050	0941950737	21:9:59	62
0913084636	0994558289	11:44:26	62
0969560539	0952407699	15:27:19	62
0989315283	0923674332	11:28:17	62
0935583658	0927621024	5:20:44	62
0992719689	0964545231	17:20:37	62
0959987326	0915740356	1:20:57	63
0944434807	0952070117	9:19:14	63
0992222926	0986504285	21:52:11	63
0938523291	0987087501	11:36:38	63
0963474539	0942060168	0:10:58	63
0927300553	0976764759	13:33:40	63
0978983587	0966540218	17:54:24	63
0964370231	0972316193	0:34:5	63
0946857033	0999729655	11:48:23	63
0942901210	0993217349	7:15:17	64
0967332119	0928365845	19:37:23	64
0937134764	0956299686	9:31:48	65
0973572876	0956162639	6:51:15	65
0947078860	0939917019	19:30:56	65
0995344857	0986783978	23:43:30	65
0941702297	0959720678	15:28:2	66
0927365393	0958122510	7:51:53	66
0910116402	0986314213	22:45:32	66
0966713551	0916732117	12:17:50	67
0999626392	0923838473	12:25:40	67
0948045262	0984756689	16:35:14	67
0928531703	0977939207	13:7:16	68
0919229478	0997133142	11:24:30	68
0980508207	0993282787	21:0:42	68
0915922213	0943004253	7:3:20	68
0939901617	0961846251	5:52:40	68
0950052474	0998213339	8:10:46	69
0926810611	0920517612	9:22:40	70
0971754553	0937341155	4:25:41	71
0949960882	0990398831	12:18:5	71
0996141234	0939446923	18:55:14	71
0942582538	0971128077	9:51:28	71
0985447193	0943380525	22:26:25	71
0913365103	0958552244	6:19:21	72
0976971083	0910526028	7:57:44	72
0922823822	0919037430	3:9:6	73
0992945836	0953511149	11:34:8	73
0980311646	0957825270	3:40:56	73
0971551266	0916400979	14:46:40	73
0920353292	0997802135	9:26:46	73
0973345026	0971981880	8:23:10	73
0922565547	0987078090	6:43:21	74
0914653360	0946586207	10:4:42	74
0920806642	0937298037	20:8:15	75
0931902224	0951956506	18:13:15	76
0954622542	0916159705	1:27:4	76
0982887239	0965149383	14:15:26	76
0985406526	0971453818	10:59:20	76
0918985284	0936776291	0:42:31	77
0978685292	0960515983	6:6:0	77
0987133714	0998663234	3:24:58	77
0931400956	0996433071	19:38:1	78
0965074483	0965417315	21:57:49	78
0962218818	0973949278	5:57:22	78
0966709314	0971859059	10:0:20	79
0958159794	0998205994	13:37:58	79
0961208716	0984615920	20:28:32	80
0954180300	0948601289	14:30:36	80
0992352361	0982385043	20:14:34	80
0987896813	0946793109	4:5:34	80
0983049650	0957032049	11:19:38	80
0968777542	0941714586	1:40:43	81
0938241589	0992341391	12:14:31	81
0984766917	0943386747	15:22:18	81
0975496533	0972669064	23:53:12	82
0915861043	0934159510	15:12:4	82
0961915575	0926765719	2:2:28	82
0935360483	0999060987	23:27:38	82
0982559070	0991683868	7:57:2	83
